Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
SpeakNoEvilSceneP2_18a1068f	you	Right, about that. She let me visit you. But…there's a bit of a catch.	game/story/speak_no_evil_scene_p2.rpy	44	you "[what]"
SpeakNoEvilSceneP2_41cfe125		Cameron shifts nervously, a flicker of fear in their eyes.	game/story/speak_no_evil_scene_p2.rpy	48	"[what]"
SpeakNoEvilSceneP2_3f96597f	cam	Well… What is it?	game/story/speak_no_evil_scene_p2.rpy	50	cam "[what]"
SpeakNoEvilSceneP2_6e2de68a	you	She agreed to let you go, on one condition.	game/story/speak_no_evil_scene_p2.rpy	54	you "[what]"
SpeakNoEvilSceneP2_34e82791	cam	Alright, lay it on me.	game/story/speak_no_evil_scene_p2.rpy	59	cam "[what]"
SpeakNoEvilSceneP2_f8c6b0c6	you	You can never talk about anything that happened here ever again. No spreading chisme about a werewolf lady kidnapping us. No cabin in the woods.	game/story/speak_no_evil_scene_p2.rpy	61	you "[what]"
SpeakNoEvilSceneP2_a087e523	cam	What? But, how am I going to explain to people where I've been?	game/story/speak_no_evil_scene_p2.rpy	66	cam "[what]"
SpeakNoEvilSceneP2_9924e7ba	cam	Hell, what am I going to say when people start wondering about you?!	game/story/speak_no_evil_scene_p2.rpy	71	cam "[what]"
SpeakNoEvilSceneP2_52700d59	you	I don't know, Cam. You'll have to make something up.	game/story/speak_no_evil_scene_p2.rpy	73	you "[what]"
SpeakNoEvilSceneP2_32ea67b5	cam	You'll get to come with me eventually, won't you…?	game/story/speak_no_evil_scene_p2.rpy	78	cam "[what]"
SpeakNoEvilSceneP2_0ad99c18	you	I can't promise that, Cam. I’m sorry.	game/story/speak_no_evil_scene_p2.rpy	80	you "[what]"
SpeakNoEvilSceneP2_4e633593	cam	How do you expect me to just leave you here?!	game/story/speak_no_evil_scene_p2.rpy	86	cam "[what]"
SpeakNoEvilSceneP2_2200b9b9	you	Cameron…	game/story/speak_no_evil_scene_p2.rpy	88	you "[what]"
DieIfTell_1b774e5b	you	Ashina won't be the only one affected if you tell people about this.	game/story/speak_no_evil_scene_p2.rpy	169	you "[what]"
DieIfTell_32a845d1	cam	What do you mean? This whole situation is her fault!	game/story/speak_no_evil_scene_p2.rpy	173	cam "[what]"
DieIfTell_27d11a32	you	Do you really think people will let a monster like me live?	game/story/speak_no_evil_scene_p2.rpy	175	you "[what]"
DieIfTell_17bc5af2	cam	You're not a monster! You're my friend! You won't hurt anyone!	game/story/speak_no_evil_scene_p2.rpy	182	cam "[what]"
DieIfTell_7e475d63	you	Not everyone is going to think like that, Cam. They don't all know me.	game/story/speak_no_evil_scene_p2.rpy	184	you "[what]"
DieIfTell_185ceb9c	you	All they'll see is a big, scary wolf monster, and then they’ll point their weapons straight at me. Is that what you want?	game/story/speak_no_evil_scene_p2.rpy	186	you "[what]"
DieIfTell_7c825b03	cam	No…I don't want that. I could never handle the guilt if I let that happen to you.	game/story/speak_no_evil_scene_p2.rpy	190	cam "[what]"
DieIfTell_df02698c		Cameron goes quiet, looking down in thought. Then, they sigh.	game/story/speak_no_evil_scene_p2.rpy	192	"[what]"
DieIfTell_7c209e58	cam	Okay. If it’s really what you want, I promise, I won’t tell anyone.	game/story/speak_no_evil_scene_p2.rpy	196	cam "[what]"
DieIfTell_c50cd8e2		Cameron goes quiet, looking away in a clear show of guilt. After a moment, a few stray tears plummet down their cheeks.	game/story/speak_no_evil_scene_p2.rpy	203	"[what]"
DieIfTell_ff95177a	cam	Then… then we have to take that chance. We can’t let her live, she’s going to hurt more people.	game/story/speak_no_evil_scene_p2.rpy	207	cam "[what]"
DieIfTell_998ad0cd		Their words feel like a punch to the gut.	game/story/speak_no_evil_scene_p2.rpy	209	"[what]"
CareAboutAshina_eea909b5	you	Ashina isn’t all bad, Cam. I don’t want anything to happen to her. I… I care about her. She isn’t keeping me here, I want to stay.	game/story/speak_no_evil_scene_p2.rpy	214	you "[what]"
CareAboutAshina_9a5d42f6		Cameron looks at you in disbelief.	game/story/speak_no_evil_scene_p2.rpy	218	"[what]"
CareAboutAshina_5455a4ea	cam	You can’t be serious. You’re messing with me, right?	game/story/speak_no_evil_scene_p2.rpy	222	cam "[what]"
CareAboutAshina_53976138		You shake your head.	game/story/speak_no_evil_scene_p2.rpy	224	"[what]"
CareAboutAshina_110db7bc	you	No Cam, I mean it. She isn’t a threat, she’ll only hurt people if she has to, to protect herself. She’s had a hard life.	game/story/speak_no_evil_scene_p2.rpy	226	you "[what]"
CareAboutAshina_900b8833	you	And, it’s not like I was living a happy life either. I’ve been wanting to escape for a long time. This isn’t what I thought would happen, but trust me when I say it’s what I want.	game/story/speak_no_evil_scene_p2.rpy	228	you "[what]"
CareAboutAshina_b6b1ecf9	cam	...You’re really serious, aren’t you? Ah, mierda.	game/story/speak_no_evil_scene_p2.rpy	233	cam "[what]"
CareAboutAshina_a4bd65c9		Cameron paces in place, then sighs.	game/story/speak_no_evil_scene_p2.rpy	237	"[what]"
CareAboutAshina_7c209e58	cam	Okay. If it’s really what you want, I promise, I won’t tell anyone.	game/story/speak_no_evil_scene_p2.rpy	241	cam "[what]"
CareAboutAshina_5b1ba691	cam	You’ve gone mad. She… can’t you see she’s poisoned your head?	game/story/speak_no_evil_scene_p2.rpy	248	cam "[what]"
CareAboutAshina_31554b22	cam	No, I’m not feeding into this… delusion of yours. Wake up! She kidnapped you! She’s threatening to kill me! 	game/story/speak_no_evil_scene_p2.rpy	253	cam "[what]"
ShellKillYou_4b45c48f	you	This is serious, Cam. If you don’t agree to this, if she even suspects that you aren’t one hundred percent on board, she’s going to kill you. I know you. You’re not cut out for this.	game/story/speak_no_evil_scene_p2.rpy	258	you "[what]"
ShellKillYou_cd3420a8		The reality of the situation seems to finally set in for Cameron. You watch as their suppressed terror takes over, before they are able to collect themself.	game/story/speak_no_evil_scene_p2.rpy	264	"[what]"
ShellKillYou_6857cec7	cam	You’re… you’re right. I just want to go home. If this is what it takes, then…	game/story/speak_no_evil_scene_p2.rpy	268	cam "[what]"
ShellKillYou_da878d1d	cam	Okay. I promise, I won’t tell anyone.	game/story/speak_no_evil_scene_p2.rpy	272	cam "[what]"
ShellKillYou_f35d3d14	cam	No. I’m not leaving you here, not ever. If this is the one brave thing I do in my whole life… then so be it.	game/story/speak_no_evil_scene_p2.rpy	279	cam "[what]"
CameronGoodbye_2cc490d0		They give you a long, forlorn look, eyes tearing up.	game/story/speak_no_evil_scene_p2.rpy	287	"[what]"
CameronGoodbye_2131c036	cam	I’m really going to miss you.	game/story/speak_no_evil_scene_p2.rpy	291	cam "[what]"
CameronGoodbye_cf2d8336		You step forward and give Cameron the tightest hug you’ve ever given anyone.	game/story/speak_no_evil_scene_p2.rpy	295	"[what]"
ChoicetoRescue_5997f842		You turn away wordlessly, defeated. Your expression falls, and everything feels fuzzy. You barely notice Cameron calling out behind you as you lock the door, and head back up the stairs.	game/story/speak_no_evil_scene_p2.rpy	308	"[what]"
HelpCameronEscape_4c1cbc5e		I did say that this option wasn't available.	game/story/speak_no_evil_scene_p2.rpy	319	"[what]"
HelpCameronEscape_63387967		This is only a demo, after all	game/story/speak_no_evil_scene_p2.rpy	321	"[what]"
CorruptedChoice_5ce372d9		You give Cameron a flat, tired look.	game/story/speak_no_evil_scene_p2.rpy	326	"[what]"
CorruptedChoice_f3e5d9e7	you	Can’t you see that you’re just causing me more trouble? I don’t want you here. Do I need to spell it out for you?	game/story/speak_no_evil_scene_p2.rpy	328	you "[what]"
CorruptedChoice_a68ea8cd		Cameron recoils, suddenly looking terrified. It takes them a few moments of panicked breathing to compose themself. They can’t look you in the eyes.	game/story/speak_no_evil_scene_p2.rpy	334	"[what]"
CorruptedChoice_d1466912	cam	Okay, okay, I won’t tell anyone, I swear. I just want to go home. Please.	game/story/speak_no_evil_scene_p2.rpy	338	cam "[what]"
CorruptedChoice_1dcae30a		You can’t help a tinge of sadness at seeing your old friend in such a state, but you know this is for their own good. You swallow reflexively, realizing your mouth is pooling with drool, and turn away.	game/story/speak_no_evil_scene_p2.rpy	340	"[what]"
CorruptedChoice_62e0b5a3		Cameron stares at you, unaffected by your words.	game/story/speak_no_evil_scene_p2.rpy	347	"[what]"
CorruptedChoice_ccaefeb9	cam	I know what you’re trying to do. My answer is no.	game/story/speak_no_evil_scene_p2.rpy	349	cam "[what]"
CorruptedChoice_9ba07dd5		They walk back to the corner of the room, and sit, refusing to look at you.	game/story/speak_no_evil_scene_p2.rpy	353	"[what]"
CorruptedChoice_0739d4d9		You turn away wordlessly, defeated. Your expression falls, and everything feels fuzzy. You barely notice your hands moving to lock the door, and you head back up the stairs.	game/story/speak_no_evil_scene_p2.rpy	359	"[what]"
HumanityChoice_a131115a		Your gaze softens, and you reach forward, taking Cameron’s hand.	game/story/speak_no_evil_scene_p2.rpy	364	"[what]"
HumanityChoice_d9ee91b0	you	I know you, Cam. You don’t need to act tough. I promise, I’m going to be okay. It’s okay. You can go.	game/story/speak_no_evil_scene_p2.rpy	366	you "[what]"
HumanityChoice_e01da81a		Cameron tries to keep a straight face, but breaks down into tears, pulling you into a tight hug. You hug them back, tighter than you’ve ever hugged anyone.	game/story/speak_no_evil_scene_p2.rpy	374	"[what]"
HumanityChoice_f8e550bb	cam	Okay, I won’t tell anyone. Te amo, I’m going to miss you so much.	game/story/speak_no_evil_scene_p2.rpy	376	cam "[what]"
HumanityChoice_ff9037e9	you	I love you too, Cam. Stay safe.	game/story/speak_no_evil_scene_p2.rpy	378	you "[what]"
HumanityChoice_f152da31		You hold each other for a long while, before you finally separate for the last time.	game/story/speak_no_evil_scene_p2.rpy	380	"[what]"
HumanityChoice_65ad6921		Cameron’s expression momentarily falters, before they steel themselves.	game/story/speak_no_evil_scene_p2.rpy	385	"[what]"
HumanityChoice_e51d861a	cam	No, we’re not doing this. I can’t just stand here and let this happen. We’re getting out of here, right now, together.	game/story/speak_no_evil_scene_p2.rpy	390	cam "[what]"
HumanityChoice_8c7e27b5		Cameron grabs your arm and heads up the stairs without giving you a chance to respond.	game/story/speak_no_evil_scene_p2.rpy	394	"[what]"
SpeakNoEvilSceneP3_1ab54ba2		You head up the stairs with Cameron in tow.	game/story/speak_no_evil_scene_p3.rpy	7	"[what]"
SpeakNoEvilSceneP3_efba8d29	ash	I take it you two had a pleasant reunion. How lovely.	game/story/speak_no_evil_scene_p3.rpy	9	ash "[what]"
SpeakNoEvilSceneP3_5bf29bc8		Ashina turns her attention towards Cameron.	game/story/speak_no_evil_scene_p3.rpy	11	"[what]"
SpeakNoEvilSceneP3_f65615c7	ash	If you agree to live by my rules, repeat them back to me. I need to make sure you understand what I expect from you.	game/story/speak_no_evil_scene_p3.rpy	13	ash "[what]"
SpeakNoEvilSceneP3_8468d431		You feel Cameron shrink away from Ashina and move closer to you.	game/story/speak_no_evil_scene_p3.rpy	15	"[what]"
SpeakNoEvilSceneP3_855dc6fc	cam	Right, uhm…I can leave, but only if I promise not to talk about anything that happened here. I won't tell anyone about you, or that you kidnapped us in this cabin. Nada, nothing.	game/story/speak_no_evil_scene_p3.rpy	17	cam "[what]"
SpeakNoEvilSceneP3_bd952ed9	ash	Yes, you understand well. Act as though this never even happened.	game/story/speak_no_evil_scene_p3.rpy	19	ash "[what]"
SpeakNoEvilSceneP3_eb2e2089	ash	Hm, color me impressed. I didn't think you could convince them so well, pup.	game/story/speak_no_evil_scene_p3.rpy	21	ash "[what]"
SpeakNoEvilSceneP3_28523506	ash	I'm satisfied. Come along with me, human. I shall escort you back to civilization.	game/story/speak_no_evil_scene_p3.rpy	23	ash "[what]"
SpeakNoEvilSceneP3_f0926bef		The three of you move towards the cabin's front door. Cameron takes one look back at you before disappearing into the darkness outside.	game/story/speak_no_evil_scene_p3.rpy	25	"[what]"
SpeakNoEvilSceneP3_eff1536f	ash	As for you, girl, I have something to show you when I return. Be ready.	game/story/speak_no_evil_scene_p3.rpy	27	ash "[what]"
SpeakNoEvilSceneP3_093d15b2		With that, Ashina shuts the cabin door, and you are left to your own devices.	game/story/speak_no_evil_scene_p3.rpy	29	"[what]"
SpeakNoEvilSceneP3_b51c9cf8		You're uncertain of your future here, but you can at least rest easy now knowing that Cameron is safe. You are beyond exhausted and decide to go back to your room.	game/story/speak_no_evil_scene_p3.rpy	31	"[what]"
SpeakNoEvilSceneP3_cdb4d3cf		You find yourself in front of Ashina, your stomach hollow with dread.	game/story/speak_no_evil_scene_p3.rpy	47	"[what]"
SpeakNoEvilSceneP3_0b874dd5	ash	Hm? Where is the human?	game/story/speak_no_evil_scene_p3.rpy	49	ash "[what]"
SpeakNoEvilSceneP3_4ef9a826	you	They…didn't want to do it. I tried to convince them, but they…	game/story/speak_no_evil_scene_p3.rpy	51	you "[what]"
SpeakNoEvilSceneP3_3237ad04		You drop to your knees. It's as though the stress of the past couple days has finally caught up to you. You gasp for air as your chest heaves with sobs.	game/story/speak_no_evil_scene_p3.rpy	53	"[what]"
SpeakNoEvilSceneP3_14b5445b	ash	There, there. You did your best. Some people simply can't be reasoned with.	game/story/speak_no_evil_scene_p3.rpy	55	ash "[what]"
SpeakNoEvilSceneP3_565d5348	ash	I will make this quick. But, I can't promise it will be painless if they struggle.	game/story/speak_no_evil_scene_p3.rpy	57	ash "[what]"
SpeakNoEvilSceneP3_7ceb23ec	ash	Go to your room. It'll be easier for you that way.	game/story/speak_no_evil_scene_p3.rpy	59	ash "[what]"
SpeakNoEvilSceneP3_244201b7		You turn to leave, but hesitate for a moment. You can't just let it end like this…Can you?	game/story/speak_no_evil_scene_p3.rpy	61	"[what]"
SpeakNoEvilSceneP3_a4795acf	ash	I know what you're thinking. But, it's much too late to try and save them, pet. They've made their choice.	game/story/speak_no_evil_scene_p3.rpy	63	ash "[what]"
SpeakNoEvilSceneP3_c2ed1379	ash	Please, I'm trying to extend kindness towards you. This isn't something you will want to witness. Run along.	game/story/speak_no_evil_scene_p3.rpy	65	ash "[what]"
SpeakNoEvilSceneP3_7106f88a		Your legs trudge forward as you make your way to your room without replying. You can't even stand to look at Ashina right now. You don't want to do this. You can't leave Cameron behind.	game/story/speak_no_evil_scene_p3.rpy	67	"[what]"
SpeakNoEvilSceneP3_a925ab7b		But, there's no choice. If Ashina wants them dead, Cameron's fate is sealed. There's nothing you can do. You never have control over anything you care about.	game/story/speak_no_evil_scene_p3.rpy	69	"[what]"
SpeakNoEvilSceneP3_3605ca36		You stumble your way into your room. You autopilot yourself into bed. Maybe if you go to sleep now, you can convince yourself that tonight was just a bad nightmare.	game/story/speak_no_evil_scene_p3.rpy	71	"[what]"
SpeakNoEvilSceneP3_b4597d48		Yes, when you wake up, Cameron will still be alive. You tell yourself, maybe they can come to an understanding with Ashina. Everything will be ok. Everything will—	game/story/speak_no_evil_scene_p3.rpy	73	"[what]"
SpeakNoEvilSceneP3_0840feea	cam	AHHHH!	game/story/speak_no_evil_scene_p3.rpy	75	cam "[what]"
SpeakNoEvilSceneP3_ddcdfb1d		A blood curdling scream pierces the air. You hear something strange. It feels like Cameron's heart is beating directly into your ears.	game/story/speak_no_evil_scene_p3.rpy	77	"[what]"
SpeakNoEvilSceneP3_ee75f377	you	No…No!	game/story/speak_no_evil_scene_p3.rpy	79	you "[what]"
SpeakNoEvilSceneP3_644d4002		You realize in horror that your heightened senses are making you feel everything as if you were right in front of them.	game/story/speak_no_evil_scene_p3.rpy	81	"[what]"
SpeakNoEvilSceneP3_34e22136		You hear every bit of terror in their labored breathing. You smell their fresh blood rushing from their arteries. You can practically feel it as Ashina slams their limp body into the basement wall.	game/story/speak_no_evil_scene_p3.rpy	83	"[what]"
SpeakNoEvilSceneP3_1ed35de0	ash	I'm trying to make this easy on you, human! Stay still!	game/story/speak_no_evil_scene_p3.rpy	85	ash "[what]"
SpeakNoEvilSceneP3_744a708c	cam	No, please! I just wanted to save her! I love h-!	game/story/speak_no_evil_scene_p3.rpy	87	cam "[what]"
SpeakNoEvilSceneP3_883df2c3		You hear an awful sound. The crunching of their bones, the splitting of their tendons, the twisting of their flesh. The sound of Cameron's heartbeat slows, and soon it beats for the very last time.	game/story/speak_no_evil_scene_p3.rpy	89	"[what]"
SpeakNoEvilSceneP3_f515613f		...You should have tried harder. To convince Cameron to leave. To escape this prison together. To have a strong enough will to live to not even end up in this fucked up situation to begin with.	game/story/speak_no_evil_scene_p3.rpy	91	"[what]"
SpeakNoEvilSceneP3_6055e3ee		Your inability to find control over your own life has gotten your best friend killed. Even though Ashina dealt the killing blow, you can't help but feel like this is entirely your fault.	game/story/speak_no_evil_scene_p3.rpy	93	"[what]"
SpeakNoEvilSceneP3_d62b650d		You don't know if you can live with yourself after this.	game/story/speak_no_evil_scene_p3.rpy	95	"[what]"
WakingScene_ebf4f9c4		The cool evening breeze is the first thing you sense, then the chirping of crickets outside.	game/story/waking_scene.rpy	5	"[what]"
WakingScene_ad96ab20		Your eyes are welcomed by the interior of a log cabin. It almost feels like a peaceful evening at camp, that is if it weren't for…	game/story/waking_scene.rpy	9	"[what]"
WakingScene_e9289a2a		A stinging sensation fills your body as you attempt to sit up. Your fingers touch the tender wound on your shoulder, the bite from that…thing, yesterday. You hesitate to call it a wolf.	game/story/waking_scene.rpy	17	"[what]"
WakingScene_5be9e161		You take a glance at your immediate surroundings. The room is mostly bare. Some fake-looking flowers decorate the minimal furnishings.	game/story/waking_scene.rpy	23	"[what]"
WakingScene_b23ee1fd		Flirting with disaster finally caught up with you. What the hell were you thinking? You vow that if you ever escape this place, you're going to have a serious think about your life choices.	game/story/waking_scene.rpy	28	"[what]"
WakingScene_94e17376		It’s a dark, bitter thought, but you can’t help it. There’s a reason you were outside that night, and now you’ve gotten what you wanted, right?	game/story/waking_scene.rpy	31	"[what]"
WakingScene_1fad1f6b		You’re shaken from your thoughts by the sound of a door opening. A tall, muscular woman with tan skin enters the room.	game/story/waking_scene.rpy	32	"[what]"
WakingScene_155535f1	ash	I see you're finally awake. Tell me, how was your slumber?	game/story/waking_scene.rpy	37	ash "[what]"
WakingScene_0a5989b6	you	Who... who are you? Did you bring me here?	game/story/waking_scene.rpy	38	you "[what]"
WakingScene_0d3bcfc1	ash	That's not what I asked you.	game/story/waking_scene.rpy	49	ash "[what]"
WakingScene_5561447b	ash	I'll ask again, how was your slumber?	game/story/waking_scene.rpy	58	ash "[what]"
WakingScene_5adb9316	you	Oh, well... Fine, I guess, all things considered.	game/story/waking_scene.rpy	59	you "[what]"
WakingScene_9f7dcf23	ash	Good, good.	game/story/waking_scene.rpy	63	ash "[what]"
WakingScene_38323d3c	ash	Now, sit up properly. I've prepared a meal for you.	game/story/waking_scene.rpy	64	ash "[what]"
WakingScene_01d96107		Your stomach grumbles at the mere mention of food. You don't know what you're doing here, much less who this woman is, but you need something in your stomach now.	game/story/waking_scene.rpy	68	"[what]"
WakingScene_8bbcac7f		You sit up. The woman reaches into the hallway, then sets a plate on the side table next to the bed.	game/story/waking_scene.rpy	69	"[what]"
WakingScene_cdb26de4	ash	Here. Eat to your heart's content.	game/story/waking_scene.rpy	71	ash "[what]"
WakingScene_5f78a77c		On the plate is a pile of raw meat. Blood pools at the bottom of the chunks, and the stench of death reeks in the air.	game/story/waking_scene.rpy	78	"[what]"
WakingScene_44afb029	you	You can't be serious…There's no way I can eat that!	game/story/waking_scene.rpy	79	you "[what]"
WakingScene_124948e0	ash	Are you really so sure? Doesn't your hunger just feel...	game/story/waking_scene.rpy	80	ash "[what]"
WakingScene_fa808e18	ash	Unbearable?	game/story/waking_scene.rpy	91	ash "[what]"
WakingScene_895605e3		You take another look at the plate. You hate to admit it, but your stomach betrays you. You don't just want to eat it...	game/story/waking_scene.rpy	92	"[what]"
WakingScene_164bd59a	ash	Ah, so you finally understand the gravity of the situation.	game/story/waking_scene.rpy	116	ash "[what]"
WakingScene_58ed5ec5	ash	You must eat this meal, or the beast will take you.	game/story/waking_scene.rpy	117	ash "[what]"
WakingScene_fca82571	you	The beast? What does that mean?	game/story/waking_scene.rpy	118	you "[what]"
WakingScene_c26ae7b0	you	Did you do something to me?	game/story/waking_scene.rpy	119	you "[what]"
WakingScene_3f52cd5f	ash	Do not question me, simply do as I tell you. Eat.	game/story/waking_scene.rpy	120	ash "[what]"
WakingScene_869f5c7b		The meat is… surprisingly palatable. It has a deep, tender richness. You barely restrain yourself from stuffing your face ravenously. The clawing hunger soon subsides.	game/story/waking_scene.rpy	129	"[what]"
WakingScene_005388cf		You realize the woman has been watching you.	game/story/waking_scene.rpy	130	"[what]"
WakingScene_55d71c69	ash	Good girl. Now, get some rest.	game/story/waking_scene.rpy	134	ash "[what]"
WakingScene_35bad848		You turn away from the plate on the side table. Ashina sighs.	game/story/waking_scene.rpy	139	"[what]"
WakingScene_83d00a15	ash	You will need to eat eventually, girl, but I suppose I can allow you some time to adjust. Now, get some rest.	game/story/waking_scene.rpy	141	ash "[what]"
WakingScene_cd604703		Seemingly satisfied with the interaction, Ashina exits the room. You notice that despite a full day’s rest, you’re struggling to keep your eyes open.	game/story/waking_scene.rpy	149	"[what]"
WakingScene_3006481d		You force your eyes to focus. On the far wall, there is a window. A possible escape route?	game/story/waking_scene.rpy	154	"[what]"
ExamineWindow_6f164308		You approach the window, and a low rumbling shakes the floor.	game/story/waking_scene.rpy	177	"[what]"
ExamineWindow_0085aed5		You inch ever closer, and you hear dogs begin to growl and bark wildly.	game/story/waking_scene.rpy	190	"[what]"
ExamineWindow_43478a17		You finally reach the window and take a peek outside...	game/story/waking_scene.rpy	193	"[what]"
ExamineWindow_aa089f13		Countless dogs stare from the abyss into your eyes. However, unlike the commotion before, they are completely silent. Their gaze is unwavering and they stand unnaturally still.	game/story/waking_scene.rpy	198	"[what]"
ExamineWindow_c15908eb		A strange sensation rises within you. You feel... a connection. No, a web of connections. Recognition. You are a sheep to be herded. A pup to be corrected.	game/story/waking_scene.rpy	210	"[what]"
ExamineWindow_3b243bce		You push away the sensation, quickly shut the window, and decide you'll deal with that later.	game/story/waking_scene.rpy	214	"[what]"
ExamineWindow_3b243bce_1		You push away the sensation, quickly shut the window, and decide you'll deal with that later.	game/story/waking_scene.rpy	218	"[what]"
ExamineWindow_db2cd75f		You walk back to the bedside table and retrieve the plate of raw meat, before heaving the plate to toss the meat out the window.	game/story/waking_scene.rpy	221	"[what]"
ExamineWindow_f9fec881		The dogs rush towards the meat, tails wagging. You don’t know why, but you smile.	game/story/waking_scene.rpy	223	"[what]"
HeadtoBed_b9c583e8		A wave of exhaustion nearly buckles your knees. You stumble back towards the bed, barely feeling the soft caress of the pillow before everything goes dark.	game/story/waking_scene.rpy	233	"[what]"
WhoYouAreScene_10215347		When you next awake, something feels off. It only takes you a few moments to figure it out.	game/story/who_you_are_scene.rpy	7	"[what]"
WhoYouAreScene_f8e86465		You feel rested. No aches, no pains, a pleasant warmth radiating from within you. You can’t remember the last time you felt this good. But, there’s something else, too.	game/story/who_you_are_scene.rpy	11	"[what]"
WhoYouAreScene_a27eff64		Hunger, and a buzzing energy in your skin, making you acutely aware of every movement and the sensation of the sheets around you. You know somebody is standing outside of the door to your room.	game/story/who_you_are_scene.rpy	15	"[what]"
WhoYouAreScene_0bcc6c0e		You sit up, and sure enough, the door opens and the woman steps in.	game/story/who_you_are_scene.rpy	20	"[what]"
WhoYouAreScene_7b6811b9	ash	Come. It’s time we had a talk.	game/story/who_you_are_scene.rpy	26	ash "[what]"
WhoYouAreScene_fec494e6		You’re not sure if you want to follow her, but it's not like you have much of a choice.	game/story/who_you_are_scene.rpy	31	"[what]"
WhoYouAreScene_7811bcb4		The woman leads you out of your room, down the stairs, and into a spacious hearth. The area is well adorned, equipped with ornate furnishings and a large fireplace to keep the place warm, and to cook with you suppose. Not that she used it.	game/story/who_you_are_scene.rpy	67	"[what]"
WhoYouAreScene_3d62c4fc		The woman stops and languidly gestures forward. You’re distracted by the muscles in her arm, the sight vivid and detailed in a way that’s unsettling. A loveseat made of furs and hides lies before you.	game/story/who_you_are_scene.rpy	75	"[what]"
WhoYouAreScene_91f39e5a	ash	Well, don't just stand there. Sit.	game/story/who_you_are_scene.rpy	77	ash "[what]"
WhoYouAreScene_30a79a20		Suddenly feeling bold, you meet her gaze instead, your hands balling into fists.	game/story/who_you_are_scene.rpy	90	"[what]"
WhoYouAreScene_e1e24e6f	you	This is ridiculous. What do you want with me? I don’t even know who you are.	game/story/who_you_are_scene.rpy	92	you "[what]"
WhoYouAreScene_157b9860		There’s a glitter of amusement in her eyes, her lips twitching at a smirk.	game/story/who_you_are_scene.rpy	97	"[what]"
WhoYouAreScene_4ad4d77d	ash	Ashina. Now, best you listen, unless you’d rather I pay your friend a visit.	game/story/who_you_are_scene.rpy	99	ash "[what]"
WhoYouAreScene_fdec97da		You sit. She glides toward the seat opposite you. A spread of elegantly plated slices of raw meat sits between the two of you. You could've mistaken it for a charcuterie board, if you didn’t know better.	game/story/who_you_are_scene.rpy	116	"[what]"
WhoYouAreScene_fc7d7204		The woman reaches forward and delicately plucks a slice of raw meat, before lowering it to her lips. She chews it as if it were soft as butter, her eyes burning into you with an intensity.	game/story/who_you_are_scene.rpy	118	"[what]"
WhoYouAreScene_7ee405ec		You avert your gaze to the raw meat on the table, and feel your mouth start to drool. Your pulse races as the bloody scent overpowers you. Your skin itches with a widespread pin-pricking sensation.	game/story/who_you_are_scene.rpy	137	"[what]"
WhoYouAreScene_c4697797	you	What did you do to me…? I don't feel normal. Every little thing feels…	game/story/who_you_are_scene.rpy	149	you "[what]"
WhoYouAreScene_9cf9490c		Ashina’s voice sounds distant and muffled.	game/story/who_you_are_scene.rpy	158	"[what]"
WhoYouAreScene_2df5ba10	ash	Overwhelming? Powerful? Perhaps even…Feral?	game/story/who_you_are_scene.rpy	160	ash "[what]"
WhoYouAreScene_b3acf198	you	Yes… And more. Make… Make it stop.	game/story/who_you_are_scene.rpy	170	you "[what]"
WhoYouAreScene_dc15913c	ash	I figured as much.	game/story/who_you_are_scene.rpy	172	ash "[what]"
WhoYouAreScene_9b0ac127		You hear a distant sigh, and some movement. It’s hard to concentrate on anything but the-	game/story/who_you_are_scene.rpy	174	"[what]"
WhoYouAreScene_b71b9504	ash	Take a deep breath and look at me.	game/story/who_you_are_scene.rpy	176	ash "[what]"
WhoYouAreScene_8ddf5a01		You do so, and feel the sensations begin to subside. You feel as if you could get lost in her eyes, tumbling down into their depths, if you wanted to. You don’t. You definitely don’t.	game/story/who_you_are_scene.rpy	203	"[what]"
WhoYouAreScene_e31a2d5e		Your captor stretches her arms out to her sides in a dramatic gesture.	game/story/who_you_are_scene.rpy	205	"[what]"
WhoYouAreScene_d2de3932	ash	Now, pay attention. I am going to explain how your life will be from now on, girl.	game/story/who_you_are_scene.rpy	207	ash "[what]"
WhoYouAreScene_d258f3c7	ash	That is- What you have become, what you must do to survive, and why you can never return to your old life.	game/story/who_you_are_scene.rpy	209	ash "[what]"
WhoYouAreScene_46dd34db	ash	I am, and you are, lykánthrōpos, lycanthrope, or in layman's terms, werewolf. Descendants of witches, able to infect others with our so-called curse.	game/story/who_you_are_scene.rpy	214	ash "[what]"
WhoYouAreScene_2d3616a6	ash	There are many historical accounts of our supposed origins, most claiming that our distant ancestors became as we are through acts of heinous depravity, usually related to the consumption of human flesh.	game/story/who_you_are_scene.rpy	216	ash "[what]"
WhoYouAreScene_38879dc8	ash	I have plenty of notes and readings on the subject that you will eventually be given access to, should you behave. Moving on.	game/story/who_you_are_scene.rpy	218	ash "[what]"
WhoYouAreScene_674afc63		The woman stands, walking around you as she speaks.	game/story/who_you_are_scene.rpy	228	"[what]"
WhoYouAreScene_dcdb90fd	ash	We have heightened strength, senses, and connection with one another and canines. As the full moon approaches, we become closer to our beast, our wolf, and can change our skin with more ease.	game/story/who_you_are_scene.rpy	241	ash "[what]"
